Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
Frank Trigg, USA,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.17921875,0.339375,-0.243671875,-0.114583333,0,0,0.325520833,-26.55208333,-24.85677083,-12.64583333,-16.28385417,-20.6328125,0,-6.8125,-16.1484375,3.6015625,-0.440104167,1.315104167,-0.260416667,-15.04166667,-17.8515625,-3.997395833,-9.7734375,-5.7734375,-4.135416667,-3.953125,-3.596354167,-5.736979167,-2.869791667,-4.6953125,-2.9140625,-25.7734375,-24.5234375,-12.5,-16.35677083,-0.2109375,-0.3671875,0.125,0.153645833,-0.567708333,0.033854167,-0.270833333,-0.080729167,192.125,38.1171875,103.2578125,-18,0,0,0,-3,-4,-3,0,0,0,-1,-1,-2,0,2.54,-2.54,0,4
Herb Dean, USA,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.191165771,0.733412628,-0.534237061,-0.152099609,0.153645833,-0.190231323,-0.173909505,-23.44974264,-25.84445699,-8.543543498,-14.16441854,-33.49817912,0,-16.72964478,-31.28574626,-1.520568848,-0.788299561,-0.08337911,-0.5303243,-18.66601563,-20.77588908,-4.763600667,-10.21775818,-2.459081014,-4.783081055,-2.083318075,-3.833114624,-2.324645996,-0.285486857,-1.696624756,-0.113545736,-21.87679545,-15.39496358,-7.340560913,-4.859349569,-0.389139811,-0.19098409,-0.193974813,-0.183146159,-1.183807373,-10.25850932,-1.009007772,-9.121922811,-179.8768921,-274.7506866,-725.214325,-41,0,-1,1,-4,-11,-5,0,0,-1,-4,0,-6,0,2.54,7.62,0,-3
Dan Miragliotta, USA,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.151070251,-0.092090454,-0.05550354,-0.041796875,0.005187988,0,0,-4.244302368,-21.30331217,-6.176930745,-9.983246867,-7.739624023,0,-9.304672241,-14.84903361,-1.010814412,-0.130733236,-0.190060425,-0.083239746,-2.14845988,-17.87971598,-3.725171916,-6.836176554,-0.537808228,-2.474922689,-1.054417928,-2.286243693,-1.558034261,-0.948673503,-1.397340902,-0.860826619,-1.131519572,-15.56706441,-2.850126139,-5.582271322,-1.191334025,-4.987136841,-1.435755412,-3.687742106,-1.921448771,-0.749110921,-1.891049194,-0.713233439,-273.3291931,-57.1081543,-743.0604706,-13,-1,-1,3,-2,-4,0,0,-1,0,-2,-1,0,0,2.54,-7.62,-15,-3
Chris Tognoni, USA,Red,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.00046875,-0.393125,0.5453125,-0.171875,0.260416667,-0.052083333,-0.020833333,18.88020833,41.69270833,5.177083333,19.08854167,14.36979167,0,1.557291667,7.401041667,-2.046875,-0.744791667,-1.046875,0.161458333,22.34375,35.75,7.354166667,14.26041667,-4.598958333,1.072916667,-3.666666667,-0.161458333,1.135416667,4.869791667,1.489583333,4.989583333,26.328125,50.04166667,9.520833333,26.72395833,-4.395833333,-5.104166667,-3.072916667,-4.682291667,-3.052083333,-3.244791667,-1.270833333,-2.953125,-258.796875,-5.3125,45.359375,-13,0,0,0,-2,-3,-3,0,0,0,-2,0,-1,0,0,10.16,15,-3
Anders Ohlsson, United Arab Emirates,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.08875,-0.42125,0.42,-0.041666667,-0.166666667,0,-0.020833333,6,13.5625,3.125,5.270833333,17.66666667,0,14.02083333,20.08333333,-0.875,2.333333333,-0.333333333,1,2.604166667,8.854166667,0.729166667,2.8125,1.125,2.375,0.791666667,1.125,2.270833333,2.333333333,1.604166667,1.333333333,7.354166667,10.77083333,3.979166667,3.979166667,1.25,1.791666667,0.958333333,0.291666667,-2.604166667,1,-1.8125,1,-68.875,558.1875,779.875,-2,0,-2,1,-2,-2,-2,0,0,0,0,0,-2,0,10.16,20.32,15,3
John McCarthy, USA,Red,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,5.08,135,0
Greg Kleynjans, Australia,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.14625,-0.455,-0.19375,0.166666667,-0.125,0,0,22.04166667,21.66666667,9.166666667,9.166666667,26.66666667,0,13.16666667,20.5,-0.375,2.375,-0.5,0.333333333,18.125,16.83333333,5.416666667,5.875,3.583333333,2.375,3,1.541666667,0.333333333,2.458333333,0.75,1.75,20.33333333,19.58333333,7.708333333,8.416666667,2.416666667,2.5,1.958333333,1.5,-0.708333333,-0.416666667,-0.5,-0.75,51.375,52.625,409.5,0,1,-2,1,-1,-1,0,0,0,0,0,-2,1,0,0,5.08,-15,-10
Herb Dean, USA,Blue,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.054150391,0.203859863,0.220529785,-0.000976563,-0.02648112,0.104817708,0,-10.09554036,-7.130957031,-3.400260417,-6.761979167,-16.12910156,0,-9.205126953,-10.10011393,-1.614013672,1.12125651,-0.613020833,0.346419271,-6.114860026,-9.210058594,-0.054573568,-8.207796224,1.459179687,1.160481771,1.488525391,1.150683594,-5.439860026,0.918619792,-4.83421224,0.295133464,-9.648567708,-7.664111328,-2.373746745,-7.794807943,-2.610725911,0.218375651,-2.128466797,1.041292318,2.163753255,0.314778646,1.101953125,-0.008463542,-124.7336426,37.91992188,-69.59277344,-1,-1,-1,0,-3,-2,2,0,-1,-1,0,0,0,0,5.08,12.7,-15,1
John McCarthy, USA,Red,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0075,0.195,-0.715,-0.202596537,-0.428125,-0.125,-0.291666667,10.92057292,8.135416667,3.5,3.041666667,-7.979166667,0,-16.54166667,-24.21040982,-0.846608607,-0.166666667,0.083333333,-0.479166667,11.77526042,8.541666667,4.541666667,3.988872274,-1.536883163,-2.083333333,-1.833333333,-2.455729167,-0.333333333,0.885416667,-0.037760417,0.793684896,10.95833333,11.94791667,4.104166667,5.041666667,-3.09375,-4.122135417,-2.895833333,-3.625,0.541666667,-2.213541667,0.527083333,-0.041666667,99.21191406,94.125,-352,-6,-2,-3,0,-3,-3,0,0,0,-2,0,0,-1,0,-5.08,-5.08,0,-5
Jason Herzog, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.088234711,-0.136181946,-0.271323547,0.004867554,-0.060658773,-4.07E-05,0.16583252,2.004496257,-9.386525472,-0.02192688,-5.23592631,4.855911255,0,2.579203288,-7.659703573,-0.294123332,-0.576965332,-0.080215454,-0.236582438,4.093012492,-6.383178711,1.761708577,-2.783696493,1.636433919,-1.57270813,1.256205241,-1.168202718,-3.724950155,-1.430638631,-3.039840698,-1.2840271,-1.307978312,-4.819376628,-1.890726725,-1.751317342,1.00881958,-3.373179118,0.187601725,-2.213216146,2.303654989,-1.193969727,1.68119812,-1.271392822,22.67459106,22.02845764,-80.08572388,-27,0,-2,2,0,-3,-6,0,0,-1,-2,0,0,0,-5.08,-5.08,-15,-9
Leon Roberts, Australia,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.235,0.6,0,0.166666667,0,0,0,-9,-15.33333333,-3.5,-5.5,-8,0,-2.166666667,-10.33333333,-1.333333333,0,-0.333333333,0,-2.5,-12,2.166666667,-3.166666667,-3.333333333,-2.5,-3,-1.5,-3.166666667,-0.833333333,-2.666666667,-0.833333333,-8.5,-11.33333333,-3.166666667,-2.333333333,-2.333333333,-1.5,-2,-1,1.833333333,-2.5,1.666666667,-2.166666667,-176.5,-12,-359,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,-5.08,-7.62,0,-5
Kevin MacDonald, Brazil,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.005164795,0.14833252,-0.206524658,0.771199544,-0.294718424,0.001302083,-0.169311523,-13.48901367,1.490234375,-4.310628255,1.529296875,-22.5082194,0,-13.21048991,-1.219807943,-2.127360026,-0.816040039,-0.371907552,-0.481486003,-11.02856445,-0.019083659,-2.522745768,0.641194661,-1.127644857,1.47660319,-0.872151693,1.237223307,-1.332804362,0.032714844,-0.915730794,-0.349121094,-10.24214681,0.221598307,-2.698404948,0.689208984,-2.32824707,-3.364135742,-0.935302734,-2.332763672,-0.918619792,4.63277181,-0.676920573,3.172851563,-144.5059814,173.90625,-112.7148438,-15,0,1,0,-1,-2,0,0,0,-1,-5,-1,5,0,5.08,15.24,10,-5
Mike Beltran, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.0334375,0.2953125,-0.125,0.010416667,0.083333333,0,0.1875,-43.53125,-26.95833333,-21.8125,-15.08333333,-20.23958333,0,-4.364583333,-11.01041667,2.3125,-1,1.447916667,-0.208333333,-33.21875,-20.55208333,-14.125,-9.666666667,-3.677083333,-5.84375,-2.135416667,-5.104166667,-6.635416667,-0.5625,-5.552083333,-0.3125,-36.63541667,-24.78125,-17.05208333,-13.71875,-9.958333333,-3.541666667,-6.15625,-2.354166667,3.0625,1.364583333,1.395833333,0.989583333,341.75,-90.8125,-150.75,3,0,2,0,1,2,0,0,0,0,0,1,1,0,-2.54,0,0,1
Leon Roberts, United Kingdom,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.053125,-0.375,-0.24375,0.041666667,-0.25,0,0,6.204166667,-5.291666667,6.629166667,-2.7125,4.804166667,0,5.058333333,-5.275,0.3375,1.175,-0.058333333,0.008333333,0.554166667,-5.0625,2.008333333,-2.641666667,3.2375,-0.870833333,2.1375,-0.545833333,2.4125,0.641666667,2.483333333,0.475,5.754166667,-2.808333333,5.35,-0.833333333,2.508333333,-2.075,2.870833333,-1.570833333,-2.058333333,-0.408333333,-1.591666667,-0.308333333,-95.75,-20.5625,-76.5,-4,-1,1,0,1,1,-2,0,0,-1,1,0,1,0,5.08,5.08,0,0
Dan Miragliotta, United Kingdom,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.145,0.125,0.034375,0.5,-0.058333333,0.333333333,0.483333333,22.63333333,1.516666667,9.725,-1.733333333,42.63333333,0,27.21666667,-13.65,0.458333333,0.4,0.208333333,-0.079166667,19.18333333,5.0375,7.3875,1.25,2.066666667,-1.966666667,0.791666667,-1.991666667,1.383333333,-1.554166667,1.545833333,-0.991666667,11.5875,3.5125,4.379166667,0.916666667,1.691666667,-0.104166667,-0.833333333,0.208333333,9.354166667,-1.891666667,6.179166667,-2.858333333,88.75,-373.875,-251.5625,-6,-1,-4,1,-2,-2,0,0,0,-1,-1,0,0,0,5.08,2.54,0,-2
John McCarthy, USA,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.1615625,-0.28125,0.1375,-0.140096537,-0.001041667,0,-0.0625,11.89192708,6.028645833,4.934895833,0.471354167,18.1328125,0,9.658854167,2.000527676,-0.17994194,0.625,-0.385416667,0.197916667,8.642447917,8.328125,2.622395833,3.18678894,2.23395017,1.127604167,1.645833333,0.671875,-2.22E-16,-4.21875,-0.162760417,-4.102148438,7.911458333,5.981770833,2.244791667,1.75,0.8828125,-2.179427083,0.4609375,-2.466145833,0.583333333,-0.296875,0.464583333,-0.479166667,36.21191406,-12.875,112.625,-9,0,-3,0,-3,-5,-2,0,0,0,0,-4,-1,0,-7.62,-2.54,0,5
Steve Mazzagatti, USA,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.081768227,0.125,0.191738281,0.055985514,0.033868631,0,0,-23.3828125,-18.7930013,-9.166666667,-5.558765793,-16.14798991,0,-3.864583333,-0.40953776,0.458333333,0.458333333,0.218701172,0.208333333,-23.6911672,-15.51953125,-8.79202474,-2.353725179,-1.833333333,-1.416666667,-1.799479167,-1.805415853,1.00141805,-2.715047201,0.716731771,-1.973449707,-26.29166667,-23.31119792,-10.91666667,-8.447395833,-0.083333333,1.049450684,0.075520833,0.70207545,0.529182943,1.25,0.130859375,0.833333333,86.86523438,86.625,37.34410095,-7,0,0,-1,-3,-3,-1,0,0,0,-1,-2,0,0,0,-5.08,20,5
Yves Lavigne, USA,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1,-0.75,0.13,0.166666667,0,0,0,-3.166666667,-23.66666667,-1.166666667,-8.166666667,5.333333333,0,7,21.5,-0.5,3.5,-0.333333333,2.166666667,-2.833333333,-17.83333333,-0.666666667,-3.166666667,3.166666667,-1,2.5,-0.833333333,-3.5,-4.833333333,-3,-4.166666667,-5.166666667,-24.16666667,-2,-9.166666667,1.5,0.666666667,1,0.833333333,0.5,-0.166666667,-0.166666667,0.166666667,-39,591.5,348.5,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-2.54,0,20,-1
Gasper Oliver, USA,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.049921875,-0.196640625,-0.280078125,-0.0078125,-0.197916667,-0.026041667,0.010416667,-21.63802083,-12.296875,-12.73697917,-8.986979167,-33.875,0,-23.90364583,-11.48177083,-0.640625,-3.791666667,-0.3671875,-0.997395833,-18.40104167,-9.244791667,-9.625,-5.375,-3.950520833,-2.453125,-3.208333333,-2.588541667,0.713541667,-0.598958333,0.096354167,-1.0234375,-11.9765625,-8.916666667,-4.549479167,-6.020833333,-2.591145833,-3.84375,-2.294270833,-3.455729167,-7.0703125,0.463541667,-5.893229167,0.489583333,-163.8984375,-207.2890625,-428.5625,-10,0,-1,2,0,-2,0,0,0,1,-2,0,-1,0,5.08,2.54,0,-5
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.005731773,0,-0.008261719,0.008582052,0.003660297,0,0,0.571614583,0.488248698,0.083333333,-0.10043246,0.706176758,0,-0.03125,-0.28246127,0.013275274,0,0.010367839,-0.020833333,0.366905721,0.438802083,0.124641927,0.074069214,0.07854983,0.041666667,0.033854167,0.025313314,0.00141805,-0.058797201,0.046158854,-0.05880127,0.583333333,0.782552083,0.3125,0.177604167,-0.03125,0.004919434,-0.028645833,0.035408783,0.070849609,0.005208333,0.020442708,1.11E-16,5.653320313,-4.625,17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,-15,1
Yves Lavigne, USA,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.065,0,-0.165,0,-0.166666667,0,0,-57.33333333,-17,-12.66666667,-8.166666667,-58,0,-13.33333333,-10.16666667,-0.333333333,0,0,-0.166666667,-50.83333333,-14.16666667,-8.5,-6.166666667,-5.666666667,-2.5,-3,-1.5,-0.833333333,-0.333333333,-1.166666667,-0.5,-51,-15.33333333,-10.16666667,-7.5,-7.166666667,-2.666666667,-3.333333333,-1.333333333,0.833333333,1,0.833333333,0.666666667,-5.5,-27,-620.5,-4,0,0,0,0,0,0,0,0,0,-1,1,0,0,-5.08,5.08,-20,10
Will Fisher, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.0925,-0.75,0.2,0.047403463,0.030208333,0,0,-43.95442708,-25.86458333,-19.66666667,-15.41666667,-40.9375,0,-17.33333333,-11.54374316,0.32005806,-1.333333333,-0.083333333,0.229166667,-36.22473958,-17.66666667,-14.33333333,-7.677794393,-4.57854983,-6.25,-2.666666667,-6.372395833,-4.166666667,-2.739583333,-3.49609375,-2.081315104,-44.66666667,-26.67708333,-20.8125,-14.33333333,-3.46875,-2.622135417,-1.770833333,-3.25,1.666666667,0.911458333,1.152083333,0.5,57.21191406,70.125,-261.5,-3,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,10.16,0,10,1
Yves Lavigne, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.082265625,-0.3690625,0.2034375,0.328125,-0.213541667,-0.005208333,-0.190104167,-13.37760417,-14.90755208,-6.084635417,-8.833333333,-28.53645833,0,-20.1484375,-28.02734375,-1.145833333,-1.966145833,-0.6953125,-0.557291667,-12.3828125,-11.87239583,-4.813802083,-5.893229167,-1.2265625,-2.278645833,-1.346354167,-2.190104167,0.231770833,-0.756510417,0.075520833,-0.75,-8.291666667,-10.47526042,-2.305989583,-4.190104167,-2.8203125,-2.645833333,-2.049479167,-2.255208333,-2.265625,-1.786458333,-1.729166667,-2.388020833,-200.015625,-216.2890625,-655.578125,-15,1,0,0,-1,-2,-4,0,0,0,-1,-2,1,0,2.54,7.62,0,-4
Keith Peterson, USA,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3203125,-0.0940625,-0.01,0.020833333,-0.041666667,0,0.03125,0.74375,8.6125,-4.797916667,7.902083333,-12.33333333,0,-17.19791667,10.01875,0.239583333,0.4125,0.052083333,0.177083333,4.422916667,4.86875,-1.097916667,3.6125,-4.095833333,2.610416667,-3.95,2.714583333,0.416666667,1.133333333,0.25,1.575,10.43125,4.564583333,3.608333333,4.739583333,-0.316666667,2.620833333,-0.2125,2.19375,-9.370833333,1.427083333,-8.19375,0.96875,-252.5625,55.8125,-56.8125,6,0,-1,1,0,1,1,0,0,0,0,1,0,0,0,-5.08,0,-2
Herb Dean, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.092400579,-0.518354549,-0.06092442,0.037540944,-0.001497904,-8.19E-05,-2.54E-06,23.83430697,22.38994439,10.39800469,10.79875981,20.93909321,0,7.79011205,10.28407278,-0.124337546,0.331813717,-0.342588011,-0.030765343,20.89167713,16.57272619,7.542520237,7.145865281,1.523450979,4.055883567,1.499199168,2.028843212,1.419178867,1.761334642,1.356285286,1.624051317,20.91470353,22.58915844,8.470320543,10.85119212,1.750140794,0.379884656,1.580662791,0.471140575,1.169462649,-0.579098701,0.347021357,-0.52357289,-122.2519417,31.86847687,224.2179089,-29,-1,-4,1,-1,-7,-6,0,0,0,-3,-2,-2,0,5.08,2.54,20,-7
Osiris Maia, Brazil,Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.3190625,0.8959375,-0.095625,0.333333333,-0.010416667,0,0,-5.229166667,-17.13541667,0.9375,-10.5,-9.416666667,0,-2.552083333,-17.1875,-0.479166667,-0.375,0.166666667,-0.083333333,0.125,-11.6875,4.520833333,-5.885416667,-1.614583333,-4.1875,-0.739583333,-3.447916667,-3.739583333,-1.260416667,-2.84375,-1.166666667,-9.96875,-12.64583333,-2.114583333,-6.78125,-0.875,-3.895833333,-2.145833333,-3.302083333,5.614583333,-0.59375,5.197916667,-0.416666667,-155.28125,-47.6875,-388.65625,-13,0,0,0,0,-2,-3,0,0,-1,-1,-1,1,0,0,-5.08,-16,-7
Leon Roberts, United Kingdom,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.13625,0.23125,-0.48640625,-0.150513204,0.009375,-0.020833333,0,-1.43359375,-14.55729167,0.130208333,-8.40625,4.828125,0,4.817708333,-6.236451491,0.486724726,-0.135416667,0.223958333,-0.161458333,-0.365364583,-12.515625,0.067708333,-7.167377726,-0.79729983,-1.489583333,0.005208333,-0.778645833,-1.286458333,-1.34375,-0.772135417,-1.175065104,-5.817708333,-10.21354167,-2.760416667,-4.989583333,0.567708333,0.299739583,0.317708333,0.052083333,1.302083333,-7.166666667,0.808333333,-5.135416667,38.14941406,-4.6875,102.671875,-16,-1,0,-1,-1,-3,-4,0,0,-1,0,0,-2,0,-5.08,-2.54,0,-4
John McCarthy, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.139135742,-0.428056641,-0.074003906,-0.17203776,-0.025,0.100390625,0.001464844,15.49114583,-3.519303385,9.067057292,-4.701497396,15.59488932,0,9.398893229,-5.664941406,-1.828873698,0.561653646,-0.838932292,0.155859375,15.11552734,-4.961295573,8.046940104,-4.995963542,0.337923177,1.905013021,0.573925781,0.745833333,0.037695313,-0.463020833,0.446191406,-0.451367188,13.13916016,1.332454427,7.367578125,-1.059309896,1.213574219,-1.13531901,0.758789063,-0.947200521,1.138411458,-3.716438802,0.940690104,-2.694986979,-82.09960938,8.348144531,-54.68945313,-1,-4,-4,0,-4,-1,0,0,0,2,-1,-2,0,0,-12.7,-17.78,0,-8
Joao Claudio Soares, Brazil,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0475,-0.31,-0.3125,-0.25,0,0,-0.083333333,-1.833333333,-12,5.416666667,-6.333333333,2.166666667,0,9.833333333,-14.33333333,2.833333333,-0.75,-0.083333333,-0.333333333,-3.333333333,-11.58333333,1.916666667,-4.333333333,0.833333333,1.5,1.916666667,-0.666666667,0.666666667,-1.916666667,1.583333333,-1.333333333,-4.5,-11,1.916666667,-5.75,3.166666667,-0.25,3.333333333,-1.11E-16,-0.5,-0.75,0.166666667,-0.583333333,56.25,-141.25,45.5,-6,0,-2,0,-2,-2,0,0,0,0,-1,-1,0,0,-2.54,-5.08,-10,3
Mario Yamasaki, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.32625,-0.311875,0.175625,-0.010416667,0.395833333,-0.041666667,0,-41.66666667,-34.33333333,-16.48958333,-13.48958333,-39.38541667,0,-14.625,-5.09375,-2.072916667,-0.739583333,-0.78125,0.28125,-35.30208333,-31.13541667,-11.64583333,-11.95833333,-2.71875,-3.041666667,-1.333333333,-1.270833333,-3.645833333,-0.15625,-3.510416667,-0.260416667,-31.46875,-31.69791667,-9.145833333,-12.61458333,-2.53125,-4.40625,-2.052083333,-2.208333333,-7.666666667,1.770833333,-5.291666667,1.333333333,-139.53125,137.75,-355.625,3,-1,3,-1,-1,1,0,0,0,-2,2,1,0,0,12.7,10.16,-10,0
Herb Dean, Australia,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.2925,0.25,-0.3,0.047403463,0.030208333,0,0,14.96223958,10.05208333,6.166666667,1.166666667,10.39583333,0,1.166666667,-15.04374316,0.653391393,-2.333333333,0.25,-1.270833333,10.52526042,7.75,2.75,-0.427794393,1.92145017,0.666666667,1.416666667,0.377604167,1.5,0.84375,1.170572917,0.502018229,11.16666667,10.82291667,4.270833333,2.833333333,1.114583333,1.711197917,0.479166667,1.083333333,0.166666667,-5.005208333,-0.347916667,-4.416666667,99.21191406,-627.875,-261.5,-3,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,5.08,7.62,0,-1
Fernando Portella, Brazil,Blue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0275,-0.0425,-0.175,-0.202596537,-0.386458333,-0.25,-0.333333333,-9.87109375,-19.86458333,-6,-7.833333333,-11.52083333,0,-8,-20.71040982,-1.846608607,0.166666667,-0.416666667,-0.020833333,-8.224739583,-21.75,-3.5,-9.34446106,0.17145017,0,-0.416666667,-0.122395833,-2.833333333,1.09375,-2.912760417,0.918684896,-12.25,-15.17708333,-7.145833333,-4.833333333,1.03125,-0.622135417,0.479166667,-0.5,-1.166666667,-6.588541667,-1.097916667,-4.166666667,-298.2880859,-23.375,-260,-9,0,0,-2,-1,-1,-2,0,0,0,-1,0,0,0,0,0,-10,0
Rich Mitchell, Netherlands,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.006875,0.175,-0.535,-0.327596537,0.030208333,-0.020833333,0,1.00390625,-8.135416667,0.9375,-3.8125,1.791666667,0,0.916666667,-3.418743157,0.424224726,-0.395833333,0.125,-0.333333333,1.087760417,-6.708333333,1.354166667,-2.823627726,-0.661883163,-2.291666667,-0.9375,-2.0390625,-0.4375,0.072916667,-0.30859375,0.335351563,-0.520833333,-6.03125,-0.5,-2.208333333,-0.65625,-1.997135417,-0.229166667,-1.520833333,-0.333333333,-2.630208333,-0.097916667,-1.75,-6.725585938,-60.875,87.125,-13,0,-1,0,-1,-3,-2,0,0,0,-1,-1,-1,0,-12.7,-7.62,-10,0
